Nova_Name,SIMBAD_Name,Input_Name,Nova_Aliases,Discovery_Date,Nova_Otypes,is_nova,is_recurrent,Peak_Mag,Filter,Uncertainty
V450 Cyg,V450 Cyg,V450 Cyg,TIC 236540131|WISE J205847.66+355630.4|WISEA J205847.66+355630.3|Gaia DR3 1869766290946348032|AAVSO 2054+35|AN   85.1942|CSI+35-20568|GCRV 15098|NOVA Cyg 1942|V450 Cyg|2MASS J20584763+3556304|Gaia DR2 1869766290946348032,9/8/1942,*|MIR|NIR|No*|V*,TRUE,FALSE,,,FALSE
CP Pup,CP Pup,CP Pup,TIC 145620527|UCAC4 274-028686|WISE J081146.07-352104.9|WISEA J081146.07-352104.9|Gaia DR3 5544760551021856000|2MASS J08114606-3521049|2E  1945|AAVSO 0808-35|AN   86.1942|CSI-35-08099|GCRV  5441|Hen 3-130|NOVA Pup 1942|PK 252-00  1|CP Pup|WRAY 16-15|2E 0809.8-3512|WEB  7830|Gaia DR2 5544760551021856000|1eRASS J081146.0-352104,11/9/1942,*|CV*|Em*|MIR|NIR|No*|PN|V*|X,TRUE,FALSE,,,FALSE
V500 Aql,V500 Aql,V500 Aql,Gaia DR2 4298546829138834304|AAVSO 1947+08|AN  215.1943|CSI+08-19501|GCRV 12221|NOVA Aql 1943|SV* SON  3542|V500 Aql|WEB 17208,9/5/1943,*|CV*|EB*|No*|V*,TRUE,FALSE,,,FALSE
V927 Sgr,V927 Sgr,V927 Sgr,NOVA Sgr 1944|V927 Sgr,4/22/1944,No*|V*,TRUE,FALSE,,,FALSE
V696 Sco,V696 Sco,V696 Sco,TIC 256217523|Gaia DR3 4040612220267799808|NOVA Sco 1944|THA 10-18|V696 Sco|[M51] 106|2MASS J17531155-3550144|UCAC3 109-282911|Gaia DR2 4040612220267799808,5/5/1944,*|Em*|NIR|No*|V*,TRUE,FALSE,,,FALSE
V528 Aql,V528 Aql,V528 Aql,AAVSO 1914+00B|CSI+00-19170|GCRV 11779|NOVA Aql 1945|V528 Aql,8/26/1945,*|No*|V*,TRUE,FALSE,,,FALSE
V2506 Sgr,EM* AS  282,V2506 Sgr,TIC 249284183|WISEA J181101.68-283240.3|Gaia DR3 4050848540419995776|AAVSO 1804-28|EM* AS  282|ESO 456-66|Hen 2-358|MHA 304-113|NOVA Sgr 1946 b|PK 003-04  6|PN Ap  1-11|SS73 139|V2506 Sgr|WRAY 16-379|UCAC2  19993564|UCAC4 308-187989|2MASS J18110168-2832402|WISE J181101.68-283240.3|Gaia DR2 4050848540419995776,4/11/1946,*|Em*|EmO|G|LP*|MIR|NIR|No*|PN|Sy*|V*,TRUE,FALSE,,,FALSE
CT Ser,CT Ser,CT Ser,TIC 119860183|LAMOST J154539.09+142231.5|UCAC4 522-057160|WISE J154539.09+142231.7|Gaia DR3 1192697922589844352|AAVSO 1541+14|NOVA Ser 1948|PG 1543+145|CT Ser|2MASS J15453907+1422317|SDSS J154539.07+142231.6|SDSS J154539.08+142231.6|LINEAR 15273636|SDSS J154539.08+142231.4|Gaia DR2 1192697922589844352,4/9/1948,*|CV*|CV?|MIR|NIR|No*|Opt|UV|V*|blu,TRUE,FALSE,,,FALSE
V465 Cyg,V465 Cyg,V465 Cyg,AAVSO 1949+36B|CSI+36-19506|GCRV 12229|NOVA Cyg 1948|SV* VV    67|V465 Cyg,6/2/1948,*|No*|V*,TRUE,FALSE,,,FALSE
V365 Car,WRAY 16-84,V365 Car,PK 289+01  1|Hen 3-558|NOVA Car 1948|V365 Car|Gaia DR3 5338717294658032128|WRAY 16-84|Gaia DR2 5338717294658032128,7/2/1948,*|CV*|Em*|No*|PN|V*,TRUE,FALSE,,,FALSE
V394 CrA,V394 CrA,V394 CrA,Gaia DR2 4035768120009351936|Gaia DR3 4035768120009351936|AAVSO 1753-39|NOVA CrA 1987|NOVA CrA 1949|V394 CrA,3/23/1949,*|CV*|No*|V*,TRUE,FALSE,,,FALSE
V902 Sco,V902 Sco,V902 Sco,Haro 3-9|CSV   7652|Hen 3-1401|NOVA Sco 1949|V902 Sco,5/21/1949,*|CV?|Em*|No*|V*,TRUE,FALSE,,,FALSE
EU Sct,EU Sct,EU Sct,TIC 57437557|Gaia DR3 4255373749203542400|AAVSO 1850-04|CSI-04-18536|GCRV 68821|NOVA Sct 1949|EU Sct|2MASS J18561312-0412323|Gaia DR2 4255373749203542400,8/5/1949,*|NIR|No*|V*,TRUE,FALSE,,,FALSE
DK Lac,DK Lac,DK Lac,TIC 67053526|Gaia DR3 2002440098459791744|AAVSO 2245+52|CSI+53-22477|GCRV 73569|NOVA Lac 1950|DK Lac|2MASS J22494690+5317192|Gaia DR2 2002440098459791744,1/23/1950,*|CV*|NIR|No*|V*|blu,TRUE,FALSE,,,FALSE
V719 Sco,V719 Sco,V719 Sco,Hen 3-1473|NOVA Sco 1950 a|V719 Sco,7/20/1950,Em*|No*|V*,TRUE,FALSE,,,FALSE
V720 Sco,V720 Sco,V720 Sco,AAVSO 1745-35C|Hen 3-1503|NOVA Sco 1950 b|V720 Sco|PK 355-04  3|WRAY 16-319,8/7/1950,Em*|No*|PN|V*,TRUE,FALSE,,,FALSE
V630 Cas,V630 Cas,V630 Cas,TIC 431521404|Gaia DR3 1944248097659113088|AAVSO 2343+50|NOVA Cas 1950|SV* OV    29|V630 Cas|2MASS J23485191+5127391|SAX J2348.7+5127|Gaia DR2 1944248097659113088,11/14/1950,*|CV*|NIR|No*|V*|X,TRUE,FALSE,,,FALSE
V841 Aql,V841 Aql,V841 Aql,Gaia DR2 4312316597375950464|2MASS J19074002+1029455|WISE J190740.03+102945.5|Gaia DR3 4312316597375950464|WISEA J190740.02+102945.4|ZTF J190740.03+102945.3|AAVSO 1902+10|NOVA Aql 1951|V841 Aql,7/10/1951,*|C*?|LP*|LP?|MIR|NIR|No*|V*,TRUE,FALSE,,,FALSE
V1175 Sgr,V1175 Sgr,V1175 Sgr,AAVSO 1807-31|NOVA Sgr 1952 a|V1175 Sgr,2/21/1952,No*|V*,TRUE,FALSE,,,FALSE
V723 Sco,V723 Sco,V723 Sco,AAVSO 1743-35B|NOVA Sco 1952 b|V723 Sco,8/10/1952,No*|V*,TRUE,FALSE,,,FALSE
V906 Oph,V906 Oph,V906 Oph,NOVA Oph 1952|V906 Oph,8/22/1952,No*|V*,TRUE,FALSE,,,FALSE
RR Cha,RR Cha,RR Cha,Gaia DR2 5771210399598983168|NOVA Cha 1953|SV* SON  5346|RR Cha,4/8/1953,*|CV*|No*|V*,TRUE,FALSE,,,FALSE
V1275 Sgr,V1275 Sgr,V1275 Sgr,TIC 469401519|AAVSO 1752-36|CSI-36-17557|GCRV 67537|NOVA Sgr 1954 b|V1275 Sgr|2MASS J17590634-3618407,7/4/1954,*|NIR|No*|V*,TRUE,FALSE,,,FALSE
V1274 Sgr,V1274 Sgr,V1274 Sgr,CSI-17-17459|GCRV 67398|NOVA Sgr 1954 a|V1274 Sgr,8/30/1954,*|No*|V*,TRUE,FALSE,,,FALSE
V972 Oph,V972 Oph,V972 Oph,TIC 198318835|Gaia DR2 4060410267160342272|UCAC4 310-128266|EPIC 251248586|Gaia DR3 4060410267160342272|NOVA Oph 1957|V972 Oph|2MASS J17344444-2810353,9/18/1957,*|CV*|NIR|No*|PN?|V*,TRUE,FALSE,,,FALSE
V427 Sct,V427 Sct,V427 Sct,TIC 184616168|Gaia DR3 4256723365343836672|CSS 1071|CSV   7917|IRAS 18404-0431|NOVA Sct 1958|S1* 575|V427 Sct|2MASS J18425986-0428198|Gaia DR2 4256723365343836672,9/17/1958,*|IR|LP*|LP?|Mi?|NIR|No*|S*|V*,TRUE,FALSE,,,FALSE
V1548 Oph,V1548 Oph,V1548 Oph,Plaut 2-429|V1548 Oph,6/27/1959,No*|V*,TRUE,FALSE,,,FALSE
V446 Her,V446 Her,V446 Her,2MASS J18572167+1314270|Gaia DR3 4506083222318688000|SBC9 1957|AAVSO 1852+13|NOVA Her 1960|V446 Her|[HRT98] A|Gaia DR2 4506083222297339008,3/7/1960,*|CV*|NIR|No*|SB*|V*,TRUE,FALSE,,,FALSE
AL Com,AL Com,AL Com,ZTF19aaqhcmn|Gaia DR3 3932951035266314496|AAVSO 1227+14|NOVA Com 1961|AL Com|2XMM J123225.7+142042|SDSS J123225.79+142042.2|NAME Rosino Object|NAME Rosino-Zwicky Object|Gaia DR2 3932951035266314496,11/17/1961,*|CV*|No*|Opt|V*|X|ev,TRUE,FALSE,,,FALSE
HZ Pup,HZ Pup,HZ Pup,TIC 153352161|UCAC4 308-038529|WISE J080322.84-282828.9|WISEA J080322.83-282828.8|Gaia DR3 5597838517072200832|AAVSO 0759-28|NOVA Pup 1963 a|SV* SON  8438|HZ Pup|2MASS J08032287-2828287|Gaia DR2 5597838517072200832|1eRASS J080322.6-282826,1/18/1963,*|CV*|MIR|NIR|No*|V*|X,TRUE,FALSE,,,FALSE
V533 Her,V533 Her,V533 Her,TIC 76191504|UCAC4 660-064716|Gaia DR3 2113091615775375232|SBC9 1036|AAVSO 1811+41|NOVA Her 1963|V533 Her|2MASS J18142048+4151221|1SWASP J181420.49+415122.3|GCRV 67967|WEB 15201|Gaia DR2 2113091615775375232,2/6/1963,*|CV*|HS?|NIR|No*|SB*|V*|blu,TRUE,FALSE,,,FALSE
AS Psc,AS Psc,AS Psc,NOVA Psc 1963|SV* SON 10828|AS Psc,9/14/1963,CV*|No*|V*,TRUE,FALSE,,,FALSE
QZ Aur,QZ Aur,QZ Aur,TIC 3034524|WISE J052834.07+331821.5|WISEA J052834.07+331821.6|Gaia DR3 3449050362952844288|2MASS J05283408+3318218|AAVSO 0522+33|NOVA Aur 1964|QZ Aur|Gaia DR2 3449050362952844288,11/4/1964,*|CV*|EB*|MIR|NIR|No*|V*,TRUE,FALSE,,,FALSE
V632 Her,V632 Her,V632 Her,AAVSO 1815+24|NOVA Her 1967|V632 Her,6/29/1967,CV*|No*|V*,TRUE,FALSE,,,FALSE
HR Del,HR Del,HR Del,TIC 331304972|UCAC4 546-132094|WISE J204220.34+190939.2|GALEX J204220.4+190940|WISEA J204220.34+190939.2|Gaia DR3 1813953083546374144|SBC9 1256|AAVSO 2037+18|GSC 01642-00998|HIC 102190|HIP 102190|IRAS 20400+1858|NOVA Del 1967|HR Del|2MASS J20422035+1909394|1SWASP J204220.34+190939.1|TYC 1642-998-1|UCAC2  38704903|UCAC3 219-267028|Gaia DR1 1813953083546374144|WEB 18490|Gaia DR2 1813953083546374144,7/8/1967,*|CV*|HS?|IR|MIR|NIR|No*|SB*|UV|V*|blu,TRUE,FALSE,,,FALSE
LV Vul,LV Vul,LV Vul,TIC 435473298|UGPS J194800.42+271017.3|AAVSO 1943+26|CSI+27-19460|GCRV 69889|NOVA Vul 1968 a|LV Vul|2MASS J19480043+2710173|GCRV 26571,4/15/1968,*|NIR|No*|V*,TRUE,FALSE,,,FALSE
V4027 Sgr,V4027 Sgr,V4027 Sgr,UCAC4 307-162271|2MASS J18022915-2845210|NOVA Sgr 1968|V4027 Sgr,5/17/1968,*|NIR|No*|V*,TRUE,FALSE,,,FALSE
V592 Her,V592 Her,V592 Her,AAVSO 1626+21|NOVA Her 1986|NOVA Her 1968|SV* SON 10376|V592 Her|[D87] V592 Her Star 1|[VHR99] V592 Her Star 1|SDSS J163056.40+211658.4,6/30/1968,*|No*|Opt|V*,TRUE,FALSE,,,FALSE
LU Vul,LU Vul,LU Vul,AAVSO 1941+28|NOVA Vul 1968 b|LU Vul,10/14/1968,No*|V*,TRUE,FALSE,,,FALSE
V2572 Sgr,V2572 Sgr,V2572 Sgr,NAME Bateson's Nova|AAVSO 1825-32|NOVA Sgr 1969|SV* BV  1262|V2572 Sgr,7/8/1969,No*|V*,TRUE,FALSE,,,FALSE
FH Ser,FH Ser,FH Ser,TIC 404785276|Gaia DR3 4276984993803967744|AAVSO 1825+02|NOVA Ser 1970|FH Ser|2MASS J18304704+0236520|GCRV 26570|Gaia DR2 4276984993803967744,2/13/1970,*|NIR|No*|V*,TRUE,FALSE,,,FALSE
V1229 Aql,V1229 Aql,V1229 Aql,TIC 183271290|AAVSO 1919+04|NOVA Aql 1970|V1229 Aql|2MASS J19244452+0414486,4/14/1970,NIR|No*|V*,TRUE,FALSE,,,FALSE
V1330 Cyg,V1330 Cyg,V1330 Cyg,TIC 194887564|Gaia DR3 1869908024871726208|AAVSO 2048+35|NOVA Cyg 1970|V1330 Cyg|2MASS J20524536+3559213|Gaia DR2 1869908024871726208,6/8/1970,*|NIR|No*|V*,TRUE,FALSE,,,FALSE
V3645 Sgr,V3645 Sgr,V3645 Sgr,TIC 443563|AAVSO 1830-18|NOVA Sgr 1970|SV* SVS  1728|V3645 Sgr|2MASS J18354931-1841442,7/29/1970,NIR|No*|V*,TRUE,FALSE,,,FALSE
V368 Sct,V368 Sct,V368 Sct,AAVSO 1840-08|NOVA Sct 1970|V368 Sct,7/31/1970,No*|V*,TRUE,FALSE,,,FALSE
IV Cep,IV Cep,IV Cep,TIC 325765580|Gaia DR3 2005311404366428544|AAVSO 2201+53|NOVA Cep 1971|IV Cep|2MASS J22043692+5330236|GCRV 26569|Gaia DR2 2005311404366428544,7/10/1971,*|NIR|No*|V*,TRUE,FALSE,,,FALSE
LS And,LS And,LS And,[VHP73] m|Gaia DR3 381884955540495232|AAVSO 0026+41|NOVA And 1971|NSV   191|LS And|EV* M31 V0002,8/26/1971,*|No*|V*|WD?,TRUE,FALSE,,,FALSE
V812 Cen,V812 Cen,V812 Cen,Gaia DR2 6063092872357536128|Gaia DR3 6063092872357536128|NOVA Cen 1973|V812 Cen,4/23/1973,*|No*|V*,TRUE,FALSE,,,FALSE
V3888 Sgr,V3888 Sgr,V3888 Sgr,TIC 437685383|Gaia DR3 4120337533522856960|AAVSO 1742-18|NOVA Sgr 1974|V3888 Sgr|2MASS J17484147-1845347|Gaia DR2 4120337533522856960,10/6/1974,*|NIR|No*|V*,TRUE,FALSE,,,FALSE
V400 Per,V400 Per,V400 Per,Gaia DR2 435763400421947264|Gaia DR3 435763400421947264|AAVSO 0300+46|NOVA Per 1974|V400 Per,11/9/1974,*|CV*|No*|V*,TRUE,FALSE,,,FALSE
KY TrA,KY TrA,KY TrA,1A 1524-62|1A 1524-61|1XRS 15241-617|2S 1524-617|3A 1524-617|4U 1524-617|INTREF   648|NOVA TrA 1974|KY TrA|X TrA X-1|[BM83] X1524-617|1RXS J152818.2-615255,11/12/1974,HX?|LXB|No*|V*|X|gam,TRUE,FALSE,,,FALSE
V1301 Aql,V1301 Aql,V1301 Aql,AAVSO 1912+04|NOVA Aql 1975|V1301 Aql,6/6/1975,No*|V*,TRUE,FALSE,,,FALSE
V3964 Sgr,V3964 Sgr,V3964 Sgr,TIC 420940925|NOVA Sgr 1975 b|V3964 Sgr|2MASS J17494261-1723361,6/8/1975,CV*|NIR|No*|V*,TRUE,FALSE,,,FALSE
V373 Sct,V373 Sct,V373 Sct,Gaia DR2 4204056517854548096|AAVSO 1850-07|NOVA Sct 1975|V373 Sct,6/15/1975,*|CV*|No*|V*,TRUE,FALSE,,,FALSE
V3889 Sgr,V3889 Sgr,V3889 Sgr,AAVSO 1752-28|NOVA Sgr 1975|V3889 Sgr,7/13/1975,No*|V*,TRUE,FALSE,,,FALSE
V1500 Cyg,V1500 Cyg,V1500 Cyg,ZTF J211136.56+480901.9|Gaia DR3 2165295912482637312|AAVSO 2108+47|NOVA Cyg 1975|RX J211136+48090|V1500 Cyg|RX J2111.6+4809|Gaia DR2 2165295912482637312|TIC 1974886443,8/29/1975,*|CV*|EB*|No*|V*|X,TRUE,FALSE,,,FALSE
V2104 Oph,V2104 Oph,V2104 Oph,Gaia DR2 4495453590539471488|SDSS J180324.98+114757.0|Gaia DR3 4495453590539471488|AAVSO 1758+11|NOVA Oph 1976|V2104 Oph,9/23/1976,*|No*|Opt|V*,TRUE,FALSE,,,FALSE
NQ Vul,NQ Vul,NQ Vul,TIC 369930905|Gaia DR2 2017742684676480896|Gaia DR3 2017742684676480896|AAVSO 1924+20|NOVA Vul 1976|NQ Vul|2MASS J19291475+2027596,10/21/1976,*|NIR|No*|V*,TRUE,FALSE,,,FALSE
HS Sge,HS Sge,HS Sge,AAVSO 1934+17|NOVA Sge 1977|HS Sge,1/7/1977,No*|V*,TRUE,FALSE,,,FALSE
V4021 Sgr,V4021 Sgr,V4021 Sgr,AAVSO 1832-23|NOVA Sgr 1977|V4021 Sgr,3/27/1977,No*|V*,TRUE,FALSE,,,FALSE
V2107 Oph,V2107 Oph,V2107 Oph,1H 1705-250|1XRS 17051-250|3A 1705-250|H 1705-25|H 1705-250|INTREF   748|NOVA Oph 1977|V2107 Oph|[BM83] X1705-250|4U 1705-250|Gaia DR3 4112450294268643456|PSO J257.0604-25.0917,8/31/1977,*|HXB|No*|Opt|V*|X|gam,TRUE,FALSE,,,FALSE
LW Ser,LW Ser,LW Ser,AAVSO 1746-14|NOVA Ser 1978|LW Ser,3/5/1978,No*|V*,TRUE,FALSE,,,FALSE
V1668 Cyg,V1668 Cyg,V1668 Cyg,Gaia DR2 1973744386858003712|AAVSO 2138+43B|NOVA Cyg 1978|V1668 Cyg,9/10/1978,*|CV*|No*|V*,TRUE,FALSE,,,FALSE
PU Vul,PU Vul,PU Vul,TIC 402762666|UCAC4 558-118890|WISEA J202113.30+213418.6|Gaia DR3 1829139027066224640|AAVSO 2016+21|GSC 01643-01021|HBHA 2205-02|NAME Kuwano's NL|NAME Kuwano-Honda|NOVA Vul 1979|TYC 1643-1021-1|PU Vul|[KW97] 45-40|2MASS J20211331+2134186|AKARI-IRC-V1 J2021133+213418|IRAS 20189+2124|WISE J202113.30+213418.6|Gaia DR1 1829139022753924096|[WWV2004] J2021133+213416|Gaia DR2 1829139027066224640,4/5/1979,*|Em*|IR|LP*|LP?|MIR|NIR|No*|Sy*|V*,TRUE,FALSE,,,FALSE
V4065 Sgr,V4065 Sgr,V4065 Sgr,TIC 128371774|Gaia DR3 4065235817534912896|AAVSO 1813-24|NOVA Sgr 1980|V4065 Sgr|2MASS J18193820-2443558,10/28/1980,*|NIR|No*|V*,TRUE,FALSE,,,FALSE
V1760 Cyg,V1760 Cyg,V1760 Cyg,TIC 430483740|ATO J325.7373+31.4586|UCAC4 608-130071|WISEA J214256.98+312731.2|ASASSN-V J214256.97+312731.1|AKARI-IRC-V1 J2142569+312731|Gaia DR3 1945896338601117568|AAVSO 2138+31A|EM* StHA  191|NAME Honda's Variable|NOVA Cyg 1980|V1760 Cyg|2MASS J21425695+3127312|[WWV2004] J2142567+312734|Gaia DR2 1945896338601117568|WISE J214256.95+312731.4,11/29/1980,*|Em*|LP*|MIR|Mi*|NIR|No*|Opt|V*,TRUE,FALSE,,,FALSE
V693 CrA,V693 CrA,V693 CrA,AAVSO 1835-37|NOVA CrA 1981|V693 CrA,4/2/1981,No*|V*,TRUE,FALSE,,,FALSE
V1370 Aql,V1370 Aql,V1370 Aql,TIC 182958130|Gaia DR3 4288898099224201856|AAVSO 1918+02|NOVA Aql 1982|V1370 Aql|2MASS J19232125+0229262|Gaia DR2 4288898099224201856,1/27/1982,*|NIR|No*|V*,TRUE,FALSE,,,FALSE
GQ Mus,GQ Mus,GQ Mus,Gaia DR2 5236081560713688448|Gaia DR3 5236081560713688448|AAVSO 1147-66|NOVA Mus 1983|GQ Mus,1/18/1983,*|CV*|No*|V*,TRUE,FALSE,,,FALSE
MU Ser,MU Ser,MU Ser,AAVSO 1751-14|NOVA Ser 1983|MU Ser,2/22/1983,No*|V*,TRUE,FALSE,,,FALSE
GW Lib,GW Lib,GW Lib,TIC 225798235|Gaia DR3 6226943645600487552|3XMM J151955.2-250024|SBC9 2429|2MASS J15195534-2500245|AAVSO 1514-24|NOVA Lib 1983|USNO-A2.0 0600-17903832|GW Lib|Gaia DR2 6226943645600487552|1eRASS J151955.1-250027,8/10/1983,*|CV*|NIR|No*|PM*|SB*|V*|WD*|WD?|X,TRUE,FALSE,,,FALSE
UW Tri,UW Tri,UW Tri,SDSS J024517.23+333125.6|AAVSO 0239+33|NOVA Tri 1983|SV* SVS  2558|UW Tri|CRTS J024517.2+333126,9/11/1983,CV?|No*|Opt|V*,TRUE,FALSE,,,FALSE
V341 Nor,V341 Nor,V341 Nor,AAVSO 1606-53|NOVA Nor 1983|V341 Nor,9/19/1983,No*|V*,TRUE,FALSE,,,FALSE
V4092 Sgr,V4092 Sgr,V4092 Sgr,AAVSO 1747-29|NOVA Sgr 1984|V4092 Sgr,9/25/1984,No*|V*,TRUE,FALSE,,,FALSE
QU Vul,QU Vul,QU Vul,Gaia DR2 1860040595206017664|AAVSO 2022+27|NAME Nova Vul 2|NOVA Vul 1984 b|QU Vul,12/18/1984,*|CV*|No*|V*,TRUE,FALSE,,,FALSE
V344 Nor,V344 Nor,V344 Nor,TIC 190137405|ASASSN-V J154030.42-511254.5|WISEA J154030.58-511254.7|WISE J154030.52-511254.6|AKARI-IRC-V1 J1540305-511255|OGLE GD1168.15.29925|OGLE GD-LPV-9272|Gaia DR3 5889211056961904512|EQ 153648-510323|IRAS 15368-5103|NOVA Nor 1985 a|NOVA Nor 1985|V344 Nor|2MASS J15403051-5112548|Gaia DR2 5889211056961904512,1/26/1985,*|IR|LP*|LP?|MIR|Mi*|NIR|No*|V*,TRUE,FALSE,,,FALSE
V842 Cen,V842 Cen,V842 Cen,TIC 411603422|Gaia DR3 5891405647833287296|AAVSO 1428-57|NOVA Cen 1986|V842 Cen|2MASS J14355255-5737352|Gaia DR2 5891405647833287296|1eRASS J143553.1-573739,11/22/1986,*|CV*|NIR|No*|V*|X,TRUE,FALSE,,,FALSE
OS And,OS And,OS And,AAVSO 2307+46|NOVA And 1986|OS And,12/5/1986,No*|V*,TRUE,FALSE,,,FALSE
V827 Her,V827 Her,V827 Her,AAVSO 1839+15|NOVA Her 1987|V827 Her,1/25/1987,No*|V*,TRUE,FALSE,,,FALSE
QV Vul,QV Vul,QV Vul,Gaia DR2 4520655771453037184|SDSS J190440.28+214614.1|Gaia DR3 4520655771453037184|AAVSO 1900+21|NOVA Vul 1987|QV Vul,11/15/1987,*|No*|Opt|V*,TRUE,FALSE,,,FALSE
PQ And,PQ And,PQ And,LAMOST J022929.60+400239.9|WISEA J022929.57+400239.8|Gaia DR3 337940224558062080|AAVSO 0223+39|NAME TAV 0226+39|NOVA And 1988|PQ And|PM J02294+4002|USNO-B1.0 1300-00042971|WISE J022929.57+400240.2|Gaia DR2 337940224558062080,3/21/1988,*|CV*|MIR|No*|Opt|PM*|V*|WD*|WD?,TRUE,FALSE,,,FALSE
V2214 Oph,V2214 Oph,V2214 Oph,Gaia DR2 6028898202535507328|AAVSO 1705-29|NOVA Oph 1988|V2214 Oph,4/10/1988,*|CV*|No*|V*,TRUE,FALSE,,,FALSE
V977 Sco,V977 Sco,V977 Sco,TIC 444823053|Gaia DR2 4043500916577398272|Gaia DR3 4043500916577398272|NOVA Sco 1989 b|AAVSO 1745-32|NOVA Sco 1989|V977 Sco|2MASS J17515035-3231575,8/17/1989,*|CV*|NIR|No*|V*,TRUE,FALSE,,,FALSE
V443 Sct,V443 Sct,V443 Sct,AAVSO 1844-06|NOVA Sct 1989|V443 Sct,9/20/1989,No*|V*,TRUE,FALSE,,,FALSE
V4338 Sgr,V4338 Sgr,V4338 Sgr,Gaia DR3 4062334721750845952|AAVSO 1752-29|EQ 175607-290942|NOVA Sgr 1990|V4338 Sgr|OGLE BLG505.19   6254|OGLE BLG206.8  33359|OGLE BUL-SC20 247943|OGLE BLG-ELL-14868|Gaia DR2 4062334721750845952,2/23/1990,*|CV*|EB*|El*|No*|V*,TRUE,FALSE,,,FALSE
GU Mus,GU Mus,GU Mus,Gaia DR3 5234956524083372544|2RE J112617-684044|2RE J1126-684|AAVSO 1120-68|Ginga 1124-68|Ginga 1124-684|Ginga 1124-683|Granat 1124-68|Granat 1121-68|Granat 1124-684|INTREF   452|NOVA Mus 1991|GU Mus|1RXS J112623.5-684040|Gaia DR2 5234956524083372544,1/12/1991,*|HXB|No*|UV|V*|X|gam,TRUE,FALSE,,,FALSE
V838 Her,V838 Her,V838 Her,Gaia DR2 4504548029183559552|AAVSO 1841+12|NOVA Her 1991|V838 Her,3/24/1991,*|CV*|EB*|No*|V*,TRUE,FALSE,,,FALSE
V868 Cen,V868 Cen,V868 Cen,Gaia DR2 5864691672765615616|Gaia DR3 5864691672765615616|AAVSO 1341-62|NOVA Cen 1991|V868 Cen,4/2/1991,*|CV*|No*|V*,TRUE,FALSE,,,FALSE
V2264 Oph,V2264 Oph,V2264 Oph,NOVA Oph 1991 a|AAVSO 1714-26|NOVA Oph 1991|V2264 Oph,4/11/1991,No*|V*,TRUE,FALSE,,,FALSE
V2290 Oph,V2290 Oph,V2290 Oph,V2290 Oph|NOVA Oph 1991 b,4/11/1991,No*|V*,TRUE,FALSE,,,FALSE
V4160 Sgr,V4160 Sgr,V4160 Sgr,AAVSO 1807-32|EQ 1810-3214|NOVA Sgr 1991|V4160 Sgr,7/29/1991,No*|V*,TRUE,FALSE,,,FALSE
V444 Sct,V444 Sct,V444 Sct,AAVSO 1841-08|NOVA Sct 1991|V444 Sct,8/30/1991,No*|V*,TRUE,FALSE,,,FALSE
V351 Pup,V351 Pup,V351 Pup,Gaia DR2 5544772684308712192|Gaia DR3 5544772684308712192|AAVSO 0807-34|NOVA Pup 1991|V351 Pup,12/27/1991,*|CV*|No*|V*,TRUE,FALSE,,,FALSE
V4157 Sgr,V4157 Sgr,V4157 Sgr,AAVSO 1803-25|NOVA Sgr 1992 a|NOVA Sgr 1992|V4157 Sgr,2/13/1992,CV*|No*|V*,TRUE,FALSE,,,FALSE
V1974 Cyg,V1974 Cyg,V1974 Cyg,TIC 278447515|Gaia DR2 2181756563616247552|WISE J203031.59+523751.8|WISEA J203031.59+523751.8|Gaia DR3 2181756563616247552|AAVSO 2027+52|NOVA Cyg 1992|V1974 Cyg|2MASS J20303161+5237513|2EUVE J2030+52.6|EUVE J2030+52.6|RX J2030.5+5237,2/19/1992,*|CV*|MIR|NIR|No*|UV|V*|X,TRUE,FALSE,,,FALSE
V992 Sco,V992 Sco,V992 Sco,TIC 126173199|Gaia DR3 5965441877425525248|AAVSO 1700-43|EQ 1703-4312|NOVA Sco 1992|V992 Sco|2MASS J17071744-4315220|Gaia DR2 5965441877425525248,5/22/1992,*|CV*|NIR|No*|V*,TRUE,FALSE,,,FALSE
V4169 Sgr,V4169 Sgr,V4169 Sgr,Gaia DR2 4051419667958619776|Gaia DR3 4051419667958619776|AAVSO 1817-28|NOVA Sgr 1992 b|V4169 Sgr,7/9/1992,*|No*|V*,TRUE,FALSE,,,FALSE
V4171 Sgr,V4171 Sgr,V4171 Sgr,AAVSO 1817-23|NOVA Sgr 1992 c|V4171 Sgr,10/13/1992,No*|V*,TRUE,FALSE,,,FALSE
V2295 Oph,V2295 Oph,V2295 Oph,AAVSO 1719-23|NOVA Oph 1993|V2295 Oph,4/14/1993,No*|V*,TRUE,FALSE,,,FALSE
V1419 Aql,V1419 Aql,V1419 Aql,Gaia DR2 4267751638733390592|Gaia DR3 4267751638733390592|AAVSO 1908+01|EQ 1910+014|NOVA Aql 1993|RORF 1910+014|V1419 Aql,5/13/1993,*|No*|Rad|V*,TRUE,FALSE,,,FALSE
V4327 Sgr,V4327 Sgr,V4327 Sgr,AAVSO 1806-29|NOVA Sgr 1993|V4327 Sgr,8/14/1993,No*|V*,TRUE,FALSE,,,FALSE
V705 Cas,V705 Cas,V705 Cas,Gaia DR2 1998676229637930496|AAVSO 2337+56|NOVA Cas 1993|V705 Cas|1SWASP J234147.23+573100.7,12/7/1993,*|CV*|No*|V*,TRUE,FALSE,,,FALSE
